day,Actor1Name_counts,count
-7,WEBSITE,1
-7,PROFESSOR,1
-7,PRESIDENT,1
-7,AEROSPACE,1
-7,COMPANY,1
-7,UNITEDSTATES,11
-7,NAPLES,1
-7,FLORIDA,11
-7,TENNESSEE,1
-7,AIDGROUP,1
-7,ATLANTA,1
-7,CRIMINAL,1
-7,JEWISH,2
-7,SENATEPRESIDENT,2
-7,SCIENTIST,1
-7,SCHOOL,1
-7,PENAMERICA,3
-7,PUBLISHER,1
-7,ADMINISTRATION,1
-7,POPULATION,1
-7,PUBLICRADIO,1
-7,CONGRESS,1
-7,PERPETRATOR,2
-6,FLORIDA,3
-6,MANUFACTURER,1
-6,INDUSTRY,2
-6,ADVOCATE,1
-6,UNITEDSTATES,8
-6,TAMPA,1
-6,GOVERNMENT,1
-6,GOVERNOR,1
-6,JUDGE,2
-6,DETECTIVE,2
-6,ILLEGALIMMIGRANT,1
-6,LAWMAKER,1
-6,MEDIA,1
-6,POLICE,1
-6,DISTRICTCOURT,1
-6,COMPANY,2
-6,AUTHORITIES,1
-6,THEUS,2
-6,BUSINESS,1
-5,UNITEDSTATES,13
-5,CONGRESSMAN,1
-5,FLORIDA,5
-5,SENATOR,1
-5,POLITICIAN,2
-5,SCHOOL,1
-5,STUDENT,7
-5,YUCATAN,1
-5,HEALTHPROFESSIONAL,1
-5,SENATE,3
-5,GOVERNOR,1
-5,ATTORNEY,1
-5,CITIZEN,1
-5,MEXICO,1
-5,EMPLOYEE,1
-4,FLORIDA,2
-4,UNITEDSTATES,5
-4,MIAMI,1
-4,SUPREMECOURT,2
-4,JOEBIDEN,2
-4,HOSPITAL,2
-4,ATTORNEY,1
-3,RESIDENTS,2
-3,GAZETTE,1
-3,LOUISIANA,1
-3,FLORIDA,3
-3,VIETNAM,1
-3,CUBAN,1
-3,UNITEDSTATES,5
-3,MEXICO,2
-3,CUBA,1
-3,ATTORNEY,1
-3,NASSAU,1
-3,EUROPEAN,2
-3,ARUBA,1
-3,WESTINDIES,1
-3,PROFESSOR,1
-3,MARINES,1
-3,RUNNER,1
-3,LEGISLATURE,2
-3,JACKSONVILLE,1
-3,COMMUNITY,1
-3,NASA,1
-3,ORLANDO,1
-2,CORK,1
-2,CUBA,2
-2,FLORIDA,5
-2,AMERICAN,1
-2,NASA,1
-2,UNITEDSTATES,8
-2,ADVOCATE,2
-2,RABBI,3
-2,JUDGE,2
-2,MEXICO,4
-2,EMPLOYEE,1
-2,BELIZE,1
-2,CATHOLIC,1
-2,GREECE,2
-2,NORTHCAROLINA,1
-2,RESIDENTS,4
-2,COUNSEL,2
-2,FARMER,1
-2,BUSINESS,1
-2,COASTGUARD,1
-2,AFRICA,1
-2,FIREDEPARTMENT,1
-2,YUCATANPENINSULA,1
-2,GAUTENG,6
-1,TAMPA,1
-1,FLORIDA,28
-1,BUSINESS,2
-1,ARIZONA,1
-1,MEXICO,8
-1,CUBA,2
-1,AUTHORITIES,1
-1,UNITEDSTATES,34
-1,BRIANMC,3
-1,RESIDENTS,3
-1,POLICE,4
-1,ADMINISTRATION,1
-1,SCHOOL,2
-1,HOUSESPEAKER,1
-1,AFRICA,1
-1,UNIVERSITY,6
-1,NAPLES,1
