day,Actor1Name_counts,count
-7,CALIFORNIA,5
-7,UNITEDSTATES,12
-7,MIGRANT,1
-7,LAWMAKER,1
-7,DEPUTY,5
-7,POLICE,3
-7,STUDENT,1
-7,CONSTITUENT,1
-7,ATTORNEY,3
-7,DEPUTIES,1
-7,RESIDENTS,2
-7,MILITARY,1
-6,MEDIA,1
-6,POLICE,2
-6,UNITEDSTATES,1
-6,LOSANGELES,1
-6,GANG,2
-6,JUDGE,1
-6,DEPUTY,2
-6,SUPERIORCOURT,2
-5,UNITEDSTATES,8
-5,FIREDEPARTMENT,3
-5,GUNMAN,1
-5,WORLDECONOMICFORUM,1
-5,AUTHORITIES,1
-5,APPELLATECOURT,3
-5,CALIFORNIA,2
-5,JOEBIDEN,4
-5,NEWSAGENCY,1
-5,GANG,1
-5,CANADA,1
-5,EMPLOYEE,1
-5,AHMEDABAD,1
-5,HOSPITAL,2
-5,DEPUTY,1
-5,DEPUTIES,2
-5,COMPANIES,1
-4,POLICE,3
-4,POPULATION,2
-4,COMMUNITY,1
-4,AUTHORITIES,2
-4,CHINA,3
-4,CALIFORNIA,5
-4,UNITEDSTATES,3
-4,ATTORNEY,1
-4,RESIDENTS,1
-4,POLITICIAN,1
-4,CARRIER,1
-4,GUNMEN,2
-4,FIJI,1
-4,CRIMINAL,1
-4,EMPLOYEE,1
-4,SMALLTOWN,2
-4,MICROSOFT,1
-4,NURSE,1
-4,SYDNEY,1
-4,MAYOR,1
-4,MURRAY,1
-4,CALIF,1
-3,HOSPITAL,1
-3,PROSECUTOR,1
-3,CONGRESSWOMAN,1
-3,CALIFORNIA,8
-3,ATTORNEY,1
-3,POLICE,3
-3,UNITEDSTATES,16
-3,RESIDENTS,1
-3,TRIBUNAL,2
-3,SCHOOL,1
-3,THEWHITEHOUSE,1
-3,LAWYER,1
-3,FLORIDA,1
-3,FELON,2
-3,COMMUNITY,1
-3,GANG,1
-3,BOSTON,1
-3,MEXICO,2
-3,DEPUTY,2
-3,JUDGE,2
-3,BAJACALIFORNIA,5
-3,DOCTOR,2
-3,ADVOCATE,1
-3,AMERICAN,1
-3,MANUFACTURER,1
-3,UNIVERSITY,2
-3,ARMENIAN,1
-3,MEXICAN,1
-3,HONDA,1
-3,WASHINGTON,1
-3,DOCTORALSTUDENT,1
-3,LOSANGELES,1
-2,CALIF,1
-2,PRESIDENT,6
-2,SANTACRUZ,2
-2,AIRFORCE,1
-2,BUSINESS,1
-2,HUNTER,1
-2,ATTORNEYGENERAL,1
-2,UNITEDSTATES,13
-2,JUDGE,1
-2,LAWYER,1
-2,ACTOR,2
-2,CALIFORNIA,4
-2,SENATOR,2
-2,SOUTHWESTAIRLINES,1
-2,PROSECUTOR,1
-2,WORKER,1
-2,KING,1
-2,TELEVISION,3
-2,AMERICAN,1
-2,VIETNAMESEAMERICAN,2
-2,VIETNAM,4
-2,COMPANY,1
-2,THEUS,1
-2,RETIRED,1
-2,AUTHORITIES,1
-2,PRISON,1
-2,LOSANGELES,1
-2,LAWMAKER,1
-2,ATTORNEY,2
-1,UNIVERSITY,1
-1,VANCOUVER,2
-1,MEXICO,1
-1,CALIFORNIA,2
-1,ACTOR,4
-1,UNITEDSTATES,18
-1,GUNMAN,1
-1,DETECTIVE,1
-1,LAWRENCE,3
-1,ROSARIO,2
-1,GOOGLE,1
-1,SCHOOL,3
-1,POLICE,1
-1,STATEATTORNEYGENERAL,2
-1,ATTORNEY,2
-1,SCIENTIST,1
-1,GOVERNOR,1
-1,CULPRIT,1
-1,MILITANT,1
-1,DEPUTIES,1
-1,DEPUTY,2
-1,MEXICAN,2
-1,AUTHORITIES,1
-1,DISNEY,1
0,LOSANGELES,3
0,ADVOCATE,1
0,MISSISSIPPI,1
0,WASHINGTON,2
0,SUPREMECOURT,1
0,UNITEDSTATES,5
0,MEDIA,1
0,POLICE,2
0,CALIFORNIA,1
0,DISNEY,2
0,COMPANIES,1
0,CHIEFEXECUTIVE,1
0,BLOG,1
0,NATIVEAMERICAN,2
0,DEPUTY,1
0,CRIMINAL,2
0,LAWYER,2
0,ATTORNEY,1
0,RUSSIA,1
0,FIGHTER,1
0,AMERICAN,2
0,NAVY,2
0,SANFRANCISCO,1
1,GUNMAN,10
1,CRIMINAL,1
1,PROFESSOR,1
1,JUDGE,1
1,UNITEDSTATES,22
1,CANADIAN,1
1,CANADA,2
1,REUTERS,4
1,TEXAS,3
1,CALIFORNIA,12
1,MALE,1
1,ALJAZEERA,1
1,POLICE,12
1,DETECTIVE,1
1,CHINA,1
1,CALIF,1
1,MEDIA,1
1,LOSANGELES,2
1,MALAYSIA,1
1,RESIDENTS,2
1,HOSPITAL,1
1,AUTHORITIES,1
1,FIRSTLADY,1
1,FLORIDA,1
1,CHINESE,2
1,UNITEDKINGDOM,1
1,AUSTRIA,1
1,FRANCE,1
1,THENETHERLAND,1
1,POLICEOFFICER,1
2,SACRAMENTO,3
2,POLICE,11
2,COMMUNITY,6
2,CALIFORNIA,42
2,GUNMAN,11
2,BOSTON,3
2,UNITEDSTATES,70
2,SCHOOL,3
2,TEXAS,1
2,GOVERNOR,1
2,OHIO,2
2,LOSANGELES,6
2,CIBC,1
2,ATTORNEY,4
2,CONNECTICUT,2
2,CHINA,5
2,CHINESE,4
2,JOEBIDEN,8
2,AUTHORITIES,22
2,GOVERNMENT,1
2,LAWMAKER,2
2,STUDENTSANDTEACHER,1
2,CONGRESSWOMAN,5
2,HOSPITAL,2
2,MAGAZINE,2
2,SCIENTIST,2
2,AMERICAN,5
2,RIOTER,2
2,PRISON,1
2,SCHOLAR,1
2,THEUS,1
2,POLICECHIEF,1
2,CANADIAN,1
2,CANADA,1
2,MEXICO,1
2,RESIDENTS,4
2,SINAI,1
2,STUDENT,2
2,HUNTER,1
2,PRESIDENT,2
2,BOSS,1
2,FRANCE,1
2,FIREFIGHTER,1
2,GUNMEN,1
2,MASSACHUSETTS,1
2,POLICEOFFICER,1
2,PERPETRATOR,1
2,LAWYER,1
2,THEWHITEHOUSE,1
3,GUNMAN,30
