day,Actor2Name_counts,count
-7,DEPUTY,3
-7,UNITEDSTATES,10
-7,CALIFORNIA,4
-7,STUDENT,1
-7,POLICE,3
-7,ATTORNEY,4
-7,GOVERNMENT,1
-7,PRESIDENT,1
-7,RESIDENTS,1
-7,DEPUTIES,1
-6,CALIFORNIA,2
-6,DEPUTY,2
-6,UNITEDSTATES,3
-6,POLICEOFFICER,1
-5,SENATE,2
-5,FIREDEPARTMENT,2
-5,UNITEDSTATES,4
-5,CHINESE,1
-5,SWISS,1
-5,CALIF,1
-5,EMPLOYER,1
-5,WORKER,1
-5,POLICE,2
-5,CONGRESS,4
-5,LOSANGELES,1
-5,CALIFORNIA,1
-5,CANADIAN,1
-5,DEPUTIES,2
-5,HOSPITAL,2
-5,DEPUTY,1
-4,POPULATION,1
-4,UNITEDSTATES,6
-4,COMPANY,2
-4,NORTHAMERICA,1
-4,THEASSOCIATEDPRESS,1
-4,ADMINISTRATION,1
-4,HOSPITAL,1
-4,POLICEOFFICER,1
-4,ATTORNEY,2
-4,NEWMEXICO,1
-4,CALIFORNIA,2
-4,AUTHORITIES,1
-4,MICROSOFT,1
-4,SYDNEY,2
-4,POLICE,1
-4,MAYOR,1
-4,CRIMINAL,1
-4,ROCHESTER,1
-4,CARTEL,1
-3,HOSPITAL,1
-3,PROSECUTOR,1
-3,CARTEL,3
-3,UNITEDSTATES,17
-3,GUNMEN,3
-3,BUSINESS,1
-3,CALIFORNIA,3
-3,THEWHITEHOUSE,2
-3,SENATOR,1
-3,WASHINGTON,1
-3,FLORIDA,1
-3,MUSLIM,1
-3,DEPUTIES,1
-3,MEXICO,3
-3,DEPUTY,2
-3,MONGOL,2
-3,DOCTOR,1
-3,ADVOCATE,1
-3,ARMENIAN,1
-3,SUPREMECOURT,1
-3,RESIDENTS,1
-3,DOCTORALSTUDENT,1
-3,RUSSIA,1
-3,ATTORNEY,1
-3,GOVERNMENT,1
-3,SERVER,2
-2,AIRFORCE,1
-2,SANTACRUZ,3
-2,BUSINESS,1
-2,PRESIDENT,5
-2,CALIF,1
-2,INTELLIGENCE,1
-2,UNITEDSTATES,15
-2,NEWSAGENCY,1
-2,JORDAN,2
-2,CALIFORNIA,2
-2,MILWAUKEE,3
-2,TELEVISION,2
-2,ACTOR,2
-2,THEUS,4
-2,VIETNAM,3
-2,COMPANY,1
-2,EXPATRIATE,1
-2,CRIMINAL,1
-2,GOVERNMENT,1
-1,CALIFORNIA,4
-1,UNITEDSTATES,12
-1,BRITISH,1
-1,MEXICO,4
-1,NEWYORKCITY,1
-1,NEWYORK,2
-1,ROSARIO,2
-1,PRISON,2
-1,LAWRENCE,2
-1,CHICAGO,1
-1,SCHOOL,4
-1,CANADA,1
-1,DEPUTIES,2
-1,BAJACALIFORNIA,1
-1,LOSANGELES,1
-1,SCIENTIST,1
-1,POLICE,1
-1,COMPANY,1
-1,ATTORNEY,1
-1,AMERICAN,1
-1,AUTHORITIES,2
-1,DISNEY,1
0,DEPUTY,2
0,UNITEDSTATES,7
0,CALIFORNIA,5
0,PRISON,1
0,POLICE,1
0,BLOG,3
0,COLLEGE,2
0,NEWYORK,1
0,ATTORNEY,1
0,AMERICAN,1
0,FIGHTER,2
0,GOOGLE,1
0,DISNEY,2
1,MALE,1
1,COMMUNITY,3
1,CALIFORNIA,8
1,UNITEDSTATES,19
1,UNIVERSITY,1
1,CHINA,2
1,GUNMAN,5
1,ALJAZEERA,1
1,POLICE,8
1,AUTHORITIES,3
1,CALIF,1
1,COMPANY,2
1,COLLEGE,1
1,CONGRESS,1
1,CHINESE,4
1,SCHOOL,1
1,CARTEL,1
1,PRESIDENT,1
1,HOSPITAL,1
1,DEPUTIES,1
1,CANADIAN,1
1,LOCALMEDIA,1
1,DETECTIVE,1
1,LOSANGELES,2
1,UNITEDKINGDOM,1
1,AUSTRIA,1
1,CANADA,1
1,FRANCE,1
1,THENETHERLAND,1
2,CALIFORNIA,29
2,MAGAZINE,7
2,UNITEDSTATES,48
2,COMMUNITY,9
2,GUNMAN,21
2,MEDIA,3
2,LOCALMEDIA,2
2,CONGRESS,3
2,KENTUCKY,1
2,CHINA,3
2,AMERICAN,7
2,TAIWAN,2
2,POLICE,12
2,SENATOR,2
2,ATTORNEY,1
2,CRIMINAL,1
2,AUTHORITIES,4
2,CHINESE,1
2,LOSANGELES,3
2,SUPREMECOURT,2
2,RESIDENTS,6
2,SANDIEGO,1
2,ATLANTA,2
2,RIOTER,2
2,MILITARY,4
2,IMMIGRANT,1
2,TEXAS,1
2,ASSOCIATEDPRESS,1
2,PERPETRATOR,1
2,MALE,1
2,PRESIDENT,1
2,WALLSTREETJOURNAL,2
2,STUDENT,1
2,MASSACHUSETTS,1
2,PACIFICISLANDERS,2
2,ASSAILANT,1
2,CONGRESSWOMAN,1
2,ARMY,2
2,BUSINESS,1
2,SETTLEMENT,1
3,CALIFORNIA,52
3,UNITEDSTATES,100
3,SOLEDAD,1
3,LOSANGELES,8
3,COMMUNITY,9
3,SANDIEGO,1
3,CHICAGO,1
3,MAGAZINE,6
3,AUTHORITIES,7
3,PRESIDENT,6
3,INDUSTRY,3
3,MONTERREY,3
3,TEXAS,1
3,WORKER,5
3,STUDENT,3
3,SCHOOL,1
3,PANAMANIAN,2
3,BUSINESS,8
3,REUTERS,3
3,DETECTIVE,2
3,THEASSOCIATEDPRESS,2
3,LAGOS,3
3,MURRAY,1
3,POLICE,6
3,RESIDENTS,2
3,BOSTON,1
3,SPOKESMAN,1
3,MEDIA,2
3,MILITARY,2
3,GUNMAN,11
3,HOSPITAL,6
3,CHINA,2
3,SANFRANCISCO,1
3,BRAZIL,1
3,LAWMAKER,1
3,GOVERNOR,3
3,CONGRESS,2
3,AMERICAN,1
3,PHILIPPINE,2
3,FILIPINO,1
