day,Actor1Name_counts,count
-8,UNITEDSTATES,14
-8,EMPLOYEE,1
-8,DISTRICTCOURT,1
-8,FELON,4
-8,POLICE,4
-8,TEXAS,6
-8,GOVERNMENT,1
-8,JUDGE,1
-8,TURK,1
-8,CONGRESS,2
-8,RANDCORPORATION,1
-8,IMMIGRANT,1
-8,FEDERALJUDGE,1
-8,PRESIDENT,3
-8,CONGRESSMAN,1
-8,AFRICA,1
-8,AUSTIN,1
-8,FARMER,1
-8,PRISON,4
-8,LYON,3
-8,LEGISLATURE,2
-8,SENATE,1
-8,ISLAM,1
-8,HOSPITAL,1
-8,MEXICO,1
-8,REUTERS,1
-8,WEBSITE,2
-7,AUTHORITIES,1
-7,STUDENT,1
-7,POLICEOFFICER,1
-7,TEXAS,2
-7,UNITEDSTATES,10
-7,PRISON,2
-7,CARTEL,1
-7,GEORGEW.BUSH,1
-7,CITIZEN,1
-7,SUPREMECOURT,1
-7,CHRISTIANITY,1
-7,MINIST,1
-6,UNITEDSTATES,6
-6,JUDGE,1
-6,CORRESPONDENT,1
-6,THEWHITEHOUSE,1
-6,TEXAS,3
-6,POLICE,1
-6,AUSTIN,1
-6,DEALER,1
-6,SENATE,1
-6,VOTER,1
-6,RUSSIA,1
-6,RUSSIAN,1
-6,STUDENT,1
-5,NURSE,1
-5,UNITEDSTATES,21
-5,GUNMAN,1
-5,SCHOOL,1
-5,POLICE,4
-5,APPEALSCOURT,1
-5,TEXAS,5
-5,PRESIDENTIALCANDIDATE,2
-5,PRESIDENT,4
-5,SANANTONIO,1
-5,DEPUTY,3
-5,HOSPITAL,1
-5,WEBSITE,1
-5,LAWMAKER,1
-5,PAKISTAN,2
-5,PAKISTANI,1
-5,AMERICAN,2
-5,CIVILIAN,1
-5,MEXICAN,1
-5,BARACKOBAMA,1
-5,CORRESPONDENT,2
-5,MILITANT,1
-5,MEXICO,1
-5,IRAN,1
-5,RESIDENTS,2
-5,THEUS,2
-5,CONGRESS,1
-5,HOUSEOFREPRESENTATIVES,1
-5,PROSECUTOR,1
-5,NORTHCAROLINA,1
-5,SENATE,1
-4,UNIVERSITY,1
-4,EXXON,1
-4,TEXAS,12
-4,UNITEDSTATES,13
-4,DALLAS,1
-4,SANANTONIO,1
-4,CONGRESS,3
-4,ACTIVIST,2
-4,BUSINESS,1
-4,PRESIDENT,3
-4,POLICE,3
-4,SENATE,1
-4,RADIOSTATION,1
-4,REUTERS,2
-4,INSPECTORGENERAL,2
-4,MIGRANT,1
-4,THEWHITEHOUSE,2
-4,FRANCE,1
-4,PENNSYLVANIA,2
-4,REFUGEE,1
-4,BRANCHDAVIDIANS,1
-4,CHRISTIAN,1
-4,LAWMAKER,3
-4,NEIGHBORHOOD,2
-4,DEPUTIES,1
-4,TERRORISTORGANIZATION,1
-4,NAPLES,1
-3,CRIMINAL,5
-3,EMPLOYEE,3
-3,AMERICAN,1
-3,DALLAS,2
-3,INDUSTRY,1
-3,UNITEDSTATES,29
