x,y,sbert_text,GlobalEventID,cluster
2.3859994,25.382051,America Great is with only focus on health,1246708091,0
-7.8824368,56.928467,American Civil Liberties Union reported During Feb. 5 ICE raids in Denver,1246812566,0
-21.769201,20.262333,American Friends Service Committee for Colorado Immigrant Rights Program,1246800969,0
65.42154,-16.492178,American Sunlight is among groups,1246805601,0
12.729002,-28.192333,American people are on our side,1246724483,0
11.785989,-45.568554,American public has OUTSIDE has told,1246762666,0
31.351065,-36.69069,Americans wide range of perspectives,1246776063,0
-71.53779,25.888748,Amite Dominick founder of Texas Prisons Community Advocates,1246717267,0
-10.193527,13.181588,Anderson graduated from Air Force Academy,1246818537,0
22.671595,-69.75943,Android users can download it,1246724796,0
-22.042404,-1.3138739,Angela unpack turmoil,1246621164,0
-71.68264,12.899383,Ankeny caregiver is is sentenced to up to 30 years in prison for her role in death of man,1246826047,0
-23.020039,1.3587002,Annabelle Valenzuala Trump Kevin Basin,1246620045,0
-35.121212,-2.0533924,Anschutz Gorsuch his company,1246752155,0
64.22274,12.368902,Anschutz Exploration Corp. drills for oil,1246759627,0
-34.86608,-2.8316495,Anschutz ’s attorney wrote letter according Denver Post,1246752155,0
-27.527435,-23.93127,Antoine Kassis national with alleged ties to Assad ’s inner circle,1246657303,0
-35.836517,-39.071342,April 29 days before Trump ’s Executive Order,1246776063,0
8.754399,68.090485,April Smith handler for humane society ’s Military Working Dog Reunification program,1246758629,0
-12.766307,50.57587,Arapahoe County District Attorney by office,1246827387,0
-18.738739,44.065426,Arapahoe County Public Health Department are offering MMR vaccination clinics for eligible individuals,1246724796,0
-18.46594,45.873066,Archuleta County is in adult with unknown vaccination history,1246626272,0
17.616323,37.154568,Arizona dates followed City is Utah,1246622753,0
-13.472964,-14.439734,Armstrong told Axios,1246708091,0
-0.38059673,-50.11754,Artist Devan Shimoyama explores themes,1246619717,0
15.1625,56.78786,Aspen is in Roaring Fork Valley,1246776063,0
-5.862034,40.03172,Aspen Public Radio have joined NPR in lawsuit,1246750704,0
-28.5706,-24.476917,Assad was toppled in December,1246657303,0
26.304703,58.471428,Assistant Area Wildlife Manager Travis Sauder said in statement,1246622791,0
-11.290098,-18.39895,Assistant Minority Leader Ty Winter said in April,1246805601,0
-0.3163702,-59.79264,Associated Press contributed to report,1246656131,0
-1.0123688,-59.38701,Associated Press writer Colleen Slevin contributed to report,1246813551,0
75.724884,3.0272925,Atmospheric Administration ’s Chemical Sciences Laboratory,1246694371,0
-2.3826902,2.766795,Attila met multiple times before family,1246758629,0
-2.8446126,2.7178528,Attila ’s paperwork was complete,1246758629,0
-26.246653,-0.39740977,Attorney Claire Noone is creating toolkit in helping,1246796999,0
-49.37869,10.1666975,Attorney General by Fugitive Apprehension Task Force,1246808491,0
-31.813988,29.31875,Attorney General Ken Paxton expressed outrage at useless death of young woman,1246808491,0
-35.2506,-5.9316163,Attorney General Phil Weiser calling risky scheme,1246819576,0
17.677803,36.406425,August 10 on City is Utah,1246622753,0
17.91284,33.28694,August 16 on Napa is Monterey,1246622753,0
18.930655,34.247902,August 19 on Napa is Redding,1246622753,0
18.927917,34.245064,August 21 on Napa is Redding,1246622753,0
17.868309,33.399624,August 23 on Napa is Monterey,1246622753,0
17.800552,35.392212,August 26 on Jacksonville is Oregon,1246622753,0
49.855885,-22.627457,Aurora earning low marks in most categories,1246621215,0
52.89098,-43.116436,Australia eliminated its 1 - cent coins,1246810836,0
-50.503246,31.100613,Authorities have made major drug bust seizing,1246616308,0
-3.3561487,6.5587754,Ava for family,1246808491,0
-9.184191,13.01613,Ava Moore graduate of U.S. Air Force Academy Preparatory School in Colorado,1246808491,0
11.175126,14.3682375,BEEN MAKING SHOES is IN NEW ENGLAND,1246797280,0
8.750205,13.5836735,BOOTS WERE MADE FOR SARAH ’S ACTUAL FOOT,1246797280,0
-31.799562,45.782246,Bachar first noticed chest pains while exercising on March 10,1246713430,0
-32.33127,43.543407,Bachar 58 died in morning hours of March 15 2024,1246713430,0
-32.045612,44.005108,Bachar ’s death was due heart disease,1246713430,0
-20.13352,24.990828,Bachars are represented by Holland Edwards,1246713430,0
-43.29212,10.107658,Bacon holding law enforcement accountable for internal actions,1246714485,0
-42.697433,10.127974,Bacon said is important part of safety,1246714485,0
-30.269697,-5.996597,Barry Croft were two members of group,1246746060,0
-30.035683,-5.8306,Barry Croft Jr. being disgruntled with her government 's handling of COVID 19 pandemic,1246813261,0
28.208317,68.70952,Bears spotted after emerging from hibernation,1246644264,0
-25.80653,-10.247287,Becker may deserve recognition for her leadership,1246792145,0
-58.052387,-8.545974,Becker Abeyta strong evidence of guilt,1246826047,0
-58.178562,-8.325013,Becker ’s actions undoubtedly provided relief from citizen conviction,1246792145,0
22.398293,-32.983795,Being is deal,1246619717,0
-15.5756,-16.084152,Bellfield told Informer,1246619717,0
15.393091,56.97372,Belly is in Aspen,1246624121,0
65.17486,-15.866426,Benjamin Schultz researcher at American Sunlight Project,1246805601,0
-17.902699,9.984078,Bennett retained PBS ’s modus operandi,1246776063,0
40.310043,40.79081,Biden Final Call on Space Command 's HQ,1246820653,0
-27.658617,-34.63878,Biden 's decision president of Air Force,1246820653,0
-43.481472,-35.371887,Biden administration defended federal agency ’s robust review,1246749952,0
-27.358734,-36.661594,Biden administrations were aligned In sense,1246749952,0
-8.228067,-24.124052,Big Beautiful Bill Act passed U.S. House on May 22,1246619609,0
-5.103536,-24.015379,Bill has has subject,1246805601,0
-5.8533945,-21.302063,Bill 005 require bar at time,1246663322,0
-30.286652,10.057572,Bill 19 106 Act to Regulate Marijuana in CNMI,1246645604,0
-5.864962,-21.324205,Bill 25 005 require bar at time,1246663322,0
-24.749374,-15.0028715,Bill Ritter is in 2007,1246663322,0
26.951828,25.410233,Blue Moon is in RiNo,1246724230,0
63.17848,0.120345205,Board consider environmental effects of projects,1246756951,0
-28.953775,-9.611301,Both are currently serving their sentences,1246813261,0
12.199251,45.659424,Boulder differences between three states,1246728698,0
-33.50082,-25.01349,Bradley was even more confident in recent interview,1246805601,0
-33.509712,-25.013094,Bradley ’s post was tweeted by national Moms,1246805601,0
-63.856125,-7.301581,Brandon Caserta jury Daniel Harris,1246746060,0
-17.453814,-19.734198,Breckenridge ’s elected officials,1246619644,0
45.104115,-39.166866,Breckenridge ’s 2025 budget document detailed expenditures from its workforce housing fund,1246619644,0
45.21188,-39.071392,Breckenridge ’s budget document detailed expenditures,1246619644,0
-17.083248,-18.872705,Breckenridge ’s elected officials Share via SMS Copy Link,1246619644,0
-17.01638,-18.715876,Breckenridge ’s officials Share via SMS Copy Link,1246619644,0
50.572884,34.26059,Brief delivered to Canadian House,1246770353,0
-3.6509852,34.422783,Brigid Alliance helps with expenses for patients,1246729860,0
-30.531837,-14.460857,British Monarch has authorized Governor General For past 48 years,1246770353,0
-20.88324,-16.384789,Brockbank had sent threats including Colorado Secretary Jena Griswold,1246814395,0
-65.58447,2.4769769,Brockbank ’s conviction is in fall,1246654199,0
38.377163,49.644176,Brooke Rollins begin coordinating operations for current fire season,1246821864,0
-10.125598,-24.614489,Brown sponsored bill,1246718520,0
-46.744877,43.93529,Bystanders stop Gonzalez from fleeing,1246808491,0
-29.391115,25.590805,CAA is rickety past,1246792145,0
-20.96499,-69.483696,CAIR Action launched Action Alert Form,1246786481,0
-21.843649,-58.428288,CBS News seeking approval for corporate merger,1246771786,0
-70.47231,17.668688,CECOT in detention is prison infamous for inhumane conditions,1246786481,0
-16.988935,-13.36344,CEO Alex Sánchez made it clear,1246812566,0
-4.1658354,32.55945,CEO Donna Lynne laid out role Medicaid plays,1246724483,0
5.7542977,-48.779423,CJR for podcast,1246771786,0
-20.468191,-1.8484467,CLASSIC WAY is IN HER,1246797280,0
7.007188,-28.562735,CNMI has thrown its support for bill of Sen. Sixto K. Igisomar,1246645604,0
3.141038,-44.549107,CNMI co-founder Lawrence Duponcheel said On other hand,1246645604,0
25.369467,-37.957607,CONCEPT WAS BORN OUT OF FRUSTRATION,1246797280,0
-33.62218,8.665907,COVID 19 rules is in Army,1246620045,0
15.798947,63.256596,CPW released wolf management plan Before round,1246646483,0
21.864315,70.82707,CPW officials relocate cow moose after attack,1246622791,0
-0.1419723,-5.592812,CPW spokesperson said at_time Tuesday evening,1246697344,0
-16.153265,7.867177,Caldwell appeared alongside representatives,1246805601,0
-16.463827,8.317946,Caldwell ’s video was played several days later unedited,1246805601,0
18.735378,32.773113,California dominates Napa on August 15,1246622753,0
50.879673,37.162624,Canada is looking by day,1246770353,0
52.19111,36.006916,Canada ’s leading political party Party of Canada,1246770353,0
51.92784,34.18843,Canadian Law courtesy of National Housing Strategy Act,1246770353,0
51.399357,36.972553,Canadians are serious,1246770353,0
19.778677,18.589981,Capital House Music Festival by Organized is event revered Black cultures as bridge between respective communities,1246619717,0
19.960602,-16.710896,Capital Pride Alliance told Informer,1246619717,0
-45.934086,11.29427,Capitol at shift is topic of law enforcement accountability,1246714485,0
31.601849,-9.710067,Center is nonprofit releases,1246656131,0
16.8453,72.81828,Cerveny lost calf there over weekend,1246697344,0
-3.192174,-40.0733,Chamber withdrew after its support,1246645604,0
-3.2201722,-40.112045,Chamber ’s Governmental Relations Committee Prior withdrawing its support,1246645604,0
-46.739403,-39.2964,Charter school legality also spark debate,1246647327,0
25.20403,6.605079,Chicago has relationship,1246789372,0
-21.669458,9.062686,Chicago Kanye West advocated during appearance in 2018,1246626485,0
-21.639772,9.1136675,Chicago native Kanye West advocated during appearance in 2018,1246626485,0
-35.856,-30.069437,Chief Executive Officer asked Whitmer During Q&A session on stage of Mackinac Policy Conference,1246813261,0
-1.3445789,-7.303274,Chief Jamie Fabos told council,1246650220,0
-9.51741,37.200718,Children ’s department is 18461 E. Hampden Ave.,1246628216,0
-13.836503,47.08871,Children ’s Hospital Colorado evening of Thursday,1246626272,0
-13.193224,0.46129525,Christina Williamson are working together with partners from University of Colorado,1246694371,0
1.6777456,-17.107918,City Council passed resolution at_time Tuesday,1246650220,0
33.27827,7.994166,City Market ’s company,1246649868,0
33.498028,6.99068,City Market ’s parent company put forth ultimatums before well 100 days expired,1246649868,0
31.687014,9.027765,City government has responsibility,1246650220,0
-40.134846,33.167828,City officials investigated deaths,1246797026,0
71.90502,-3.2202296,Climate change is real,1246655940,0
5.85641,54.975822,Club Q is in Colorado,1246619717,0
-22.219769,-12.575975,Co-anchor Geoff Bennett interviewed Maher on Tuesday ’s edition,1246776063,0
-10.867336,45.38752,Coercion is lying to your children,1246805601,0
-79.91169,15.769019,Colombia quickly reverse its opposition to accepting deportation flights after Trump threatened to hike tariffs on nation ’s exports,1246708091,0
-1.1536692,27.31729,Coloradans could face health insurance premiums under Congressional Republicans tax plan,1246619609,0
4.007363,50.72661,Colorado nearly doubled number,1246799222,0
-8.105105,46.816666,Colorado 's court ruled on Thursday,1246819935,0
-28.76788,21.542007,Colorado 's delegation requested GAO following Trump 's 2021 announcement,1246820653,0
-8.141652,46.83114,Colorado 's second court ruled on Thursday,1246819935,0
-0.19143355,45.42713,Colorado 's standing veto of bill,1246663322,0
-6.711465,48.57053,Colorado Attorney General of Office,1246819935,0
-35.25503,-5.8378625,Colorado Attorney General Phil Weiser said in statement,1246756951,0
14.7237,69.22129,Colorado Cattlemen ’s Association,1246646483,0
2.3303277,46.57498,Colorado Children ’s Campaign,1246799222,0
2.5915148,46.35633,Colorado Children ’s Campaign has released 2025 Kids,1246799222,0
-7.1114173,30.812492,Colorado Democrats are warning of consequences for patients,1246827445,0
1.6048671,47.18072,Colorado Division initiated campaign In May,1246728911,0
-12.652955,50.335083,Colorado Emergency Department is in Arapahoe County,1246724796,0
2.4711943,55.527454,Colorado Futures Center has lead economist,1246810836,0
0.9832232,41.096733,Colorado Governor Jared Polis vetoed amendments On May 16,1246663322,0
-2.0918522,45.78819,Colorado Legislature reconvene for session,1246827445,0
1.3543591,55.975967,Colorado Market President Kimball Crangle said in email,1246619644,0
2.26457,49.452305,Colorado Oil Reform Act is in 2019,1246792145,0
7.992337,45.51835,Colorado Parks guiding management plan finalized in 2023,1246620093,0
7.974501,45.509933,Colorado Parks management plan finalized in 2023,1246620093,0
-5.466385,40.424374,Colorado Public Radio have joined NPR in lawsuit,1246750704,0
-5.69417,47.797455,Colorado Rep. Brianna Titone lawmaker ’s state,1246728698,0
0.16347246,47.588795,Colorado Republicans managed their way back,1246805601,0
-7.0388093,17.669325,Colorado Senator John Hickenlooper stood at_time May 28,1246762666,0
38.138245,41.067135,Colorado Springs is best home for U.S. Space Command 's headquarters,1246820653,0
-16.962784,8.5923815,Colorado Times Recorder analysis found were from extreme voices including Caldwell himself,1246805601,0
14.745135,52.1947,Colorado Trail was first established by United States Forest Service,1246826227,0
7.7253428,49.297314,Colorado communities are concerned about potential impacts from oil traffic,1246756951,0
-9.939167,45.588013,Colorado law also enables children under 12,1246819935,0
-4.6951714,45.75339,Colorado lawmakers appeared despite GAO findings,1246820653,0
-73.20262,14.222554,Colorado man was sentenced to three years,1246799115,0
-5.45646,42.20963,Colorado public radio stations filed suit at_time today,1246776063,0
7.429563,51.63707,Colorado residents love their dogs,1246624300,0
-13.535319,47.317066,Colorado toddler is hospitalized with case,1246626272,0
-0.5010565,43.964645,Colorado ’s Republican House members voted for bill,1246827445,0
-3.5145805,48.372143,Colorado ’s election official be executed,1246654199,0
-2.3548362,48.856266,Colorado ’s election official should Hang be also put,1246817832,0
-0.44967508,43.767826,Colorado ’s four Republican House members voted for bill,1246827445,0
3.9206216,48.82568,Colorado ’s land hold air,1246756951,0
-0.9133893,44.861477,Colorado ’s state House shortly passed bill,1246805601,0
-3.4622364,48.396694,Colorado ’s top election official be executed,1246654199,0
-2.321339,48.972145,Colorado ’s top election official should Hang be online put,1246817832,0
15.499343,60.524883,Colorado ’s wildlife agency has maintained throughout reintroduction efforts,1246620093,0
-2.9701908,15.254725,Columbia University is in New York,1246786481,0
44.61932,-20.694992,Company follow path by insisting,1246649868,0
-0.37348342,-31.18858,Congress approved changes at_time last year,1246749952,0
-35.43393,-56.338387,Congress MP Shashi Tharoor reaffirmed India 's firm stance,1246645004,0
0.9829305,32.59386,Congressional Medicaid cuts threaten our ability,1246751377,0
2.6958966,32.118565,Congressional Medicaid cuts our ability exceeding $ 750 million over 10 years,1246751377,0
-36.04637,-48.278103,Constitution explicitly vests tariff power in Congress,1246751278,0
42.015293,-37.202682,Consumer Financial Protection Bureau stop its work,1246770353,0
42.46606,14.893642,Continued efforts move headquarters,1246820653,0
18.233957,59.03914,Copper Creek Pack represented only example of wolves successfully breeding in Colorado,1246646483,0
20.58133,53.70199,Copper Creek pack is with mother,1246620093,0
8.061861,-14.880065,Cordova will said in February,1246649868,0
-3.6535695,-8.068862,Councilmember led push at_time Tuesday,1246650220,0
-48.95126,-25.407373,Court quote from 1980 law,1246751278,0
-57.395702,21.915598,Court proceedings continued detained just after 8 a.m.,1246800969,0
-67.53638,-0.43979466,Court records show Roan Waters,1246811677,0
-52.218727,-24.435904,Court ’s unwillingness do right thing,1246654682,0
-52.187267,-24.416367,Courts demonstrated complete unwillingness consider,1246654682,0
-5.645351,6.810915,Crammond to family,1246826047,0
-28.1043,-12.907111,Crews announcing sentence,1246812507,0
-30.798283,-7.7429523,Croft are currently serving out their sentences,1246746060,0
-30.959023,-7.7192903,Croft ’s attorney said At his sentencing,1246746060,0
74.66849,5.0191274,Cultivando ’s air quality study,1246792145,0
74.73723,4.9824533,Cultivando ’s air quality study measured over 50 pollutants,1246792145,0
22.537268,-3.1291409,CulturalDC unveiled its art exhibit,1246619717,0
1.003414,35.821404,Cutting Medicaid means travel distances,1246751377,0
-34.150055,1.4491177,Czyz identified said in response,1246820653,0
18.715002,-10.6781845,D.C. ’s extensive LGBTQ history beginning with one of earliest gay rights organizations,1246619717,0
21.065256,-9.520305,D.C. WorldPride visitors engage with local queer community,1246619717,0
-2.078893,9.3381405,DEI is DOA,1246708091,0
-6.211573,54.9436,DENVER had blamed exposure to online extremism,1246786576,0
-32.86729,33.78658,DNA analysis confirmed presence on victim 's clothes,1246724130,0
4.714941,-6.0513244,Daily Mail also joined platform at_time Earlier month,1246771786,0
8.48311,-54.894802,Daily Wire ’s attention,1246805601,0
51.749367,30.536655,DailyMail.com has contacted housing authority for comment,1246797026,0
-8.985041,60.12287,Dan Caplis Show on Winter is R Las Animas County,1246805601,0
-18.690224,-24.886896,Darcy Schoening Member for Liberty,1246656131,0
13.319473,27.666712,Dawes will devote at_time summer,1246624121,0
13.648648,28.084442,Dawes Tour kicks off on September 25,1246624121,0
14.369905,4.9901175,Days addressed protesters from steps of state Capitol,1246714485,0
0.8457062,-4.2953253,DeAngelis said at_time April 8,1246805601,0
-39.117672,28.830372,Deadnaming would would defined,1246805601,0
23.165703,32.10791,Deb opened Thornton spot at 2360 E. 120th Ave.,1246724230,0
-47.045513,-7.930172,Defenders might claim it,1246808491,0
3.7897134,-24.666954,Defense budgeting experts said revelation,1246820653,0
3.5165381,-24.925987,Defense budgeting experts said is blow to state 's lawmakers,1246820653,0
-37.39627,3.9890504,Defense inspector general of report,1246820653,0
-17.965067,-34.32155,Democratic House Majority Leader Monica Duran invoked House Rule During Sunday meeting,1246805601,0
-14.808284,-32.560703,Democratic state senators voted in its amended form,1246805601,0
14.935128,4.6154613,Democrats addressed protesters from steps of state Capitol,1246714485,0
-36.56611,-27.63779,Democrats better hope Michigan Gov. Whitmer declined interview request through her office,1246813261,0
-36.552197,-27.647053,Democrats hope Michigan Gov. Whitmer declined interview request through her office,1246813261,0
3.646295,58.913998,Denver however ranked marks near top of list,1246621215,0
-14.79991,45.866364,Denver Health ’s ambulatory services,1246724483,0
-14.933793,45.690342,Denver Health Bariatric Center is with Medicaid coverage,1246724483,0
50.571606,30.292387,Denver Housing Authority failed identify,1246797026,0
-9.025119,47.36966,Denver judge constitutional rights of defendant,1246819935,0
5.576949,58.484875,Denver ’s craft scene has already said goodbye at_time year,1246724230,0
42.02476,16.774181,Department needs move quickly,1246820653,0
-2.3417203,-61.195267,Deputy Chief Stephen Miller posted on media,1246751278,0
-51.621235,13.364124,Detaining people is new frontier for government,1246800969,0
22.347937,-63.052616,Did you hear is secret bar,1246778627,0
-29.774773,33.157356,Disabled resident Shirlyne Johnson passed away after complaining about temperature times,1246797026,0
21.1623,-14.206979,District with 50th anniversary Pride celebrations,1246619717,0
-55.97097,-6.69238,District Attorney Dan Rubinstein prosecutor in Peters case,1246645720,0
-57.537186,-20.745255,District Court is in Essen,1246625303,0
-59.98258,-28.458366,District Judge Paul Scott ordered her,1246826047,0
-64.4301,16.272799,Dixon Correctional Center is in western Illinois,1246699415,0
-7.8637614,-1.7967145,DoD IG report released in April,1246820653,0
-7.8963,-1.7696928,DoD IG report details released in April,1246820653,0
-8.151306,-1.596877,DoD IG report key details released in April,1246820653,0
-37.448193,4.083134,DoD inspector general is in our original reports,1246820653,0
-2.3809457,32.00286,Doctors described Medicaid programs ' role in bolstering health care system,1246724483,0
1.4571639,-53.999706,Doe is frequent magazine,1246792145,0
-32.074425,-39.988247,Donald Trump returned to power,1246771786,0
-24.61261,10.910855,Donda features snippet On Ye ’s 2021 album,1246699415,0
-36.20281,-17.765207,Dorland has dismissed action according letter,1246819865,0
-0.059951425,5.821582,Dos Santos scheduled appointment on March 21,1246713430,0
-33.231976,17.736818,Douglas County Sheriff Darren Weekly backed home rule charter proposal,1246659026,0
-14.34361,17.857298,Dr. Rhonda Webb is CEO at Pagosa Springs Medical Center,1246751377,0
-11.790979,24.116844,Dr. Stephen Wolf chair of emergency medicine,1246724483,0
-0.76971483,-44.01472,Dr. Steve Federico said during virtual press conference with legislative leaders,1246827445,0
-20.453127,37.904915,Dr. Warren Hern at Boulder abortion clinic,1246729860,0
-24.449505,5.6499424,Drake set tensions aside In 2021,1246699415,0
30.993814,-54.665344,Dunnington pointing to past projects like Panasonic,1246647327,0
-14.992259,-11.415604,Duran said at time,1246805601,0
23.87376,-13.408894,Dynamite further encouraged D.C. WorldPride visitors,1246619717,0
69.99298,-10.274601,EC Earth performs on machine,1246694371,0
-29.769703,4.60469,ELN would send cocaine to Syria,1246657303,0
-36.756233,2.905976,ELN weapons inspector signing contract,1246657303,0
22.282986,4.6488295,EMBROIDERING THESE BLADES BY HAND WITHOUT PROTECTION,1246797280,0
9.907278,13.673682,END UP is IN HANDMADE FOOTWEAR,1246797280,0
-42.84257,-7.649075,Eagle County ’s lawsuit,1246819576,0
-42.152996,-6.984156,Eagle County Commissioner Matt Scherr said in statement,1246819576,0
-41.963615,18.793152,Eagle County Sheriff James van Beek confirmed at_time Last week,1246812566,0
-31.343267,52.570133,Early symptoms include fever,1246628216,0
66.11259,-10.8899975,Earth is international partners,1246694371,0
26.417727,7.3459344,Eastern European culture is everywhere In Chicago,1246792135,0
-2.3397222,-47.580414,Editor 's note is corrected,1246813261,0
-9.54459,-11.711846,Egan noted because it has moved,1246771786,0
-36.27434,24.154627,El Paso County ’s Moms for Liberty,1246656131,0
-36.307774,24.14185,El Paso County ’s Moms was labeled as anti-government,1246656131,0
22.411667,-19.150848,Eleanor thank so much you,1246796999,0
31.454718,26.35697,Elkrim Mebrek Director of Restaurants,1246778627,0
-28.304184,-56.029152,Elon Musk has Rollercoaster Ride With Trump,1246655940,0
-28.434807,-55.964737,Elon Musk 's Rollercoaster Ride Explained Elon Musk,1246655940,0
-23.068548,19.891205,Emily Brock attorney at Rocky Mountain Immigrant Advocacy Network,1246800969,0
