GlobalEventID,date,Year,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,domain,target,title,text,description
298548627,20140517,2014,1,12,12,1,1,-0.4,2,1,2,0.398406374501992,US,,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.cbsnews.com/news/elliot-rodger-california-shooting-spree-suspect-son-of-filmmaker/,www.cbsnews.com,cbsnews,Shooting spree suspect son of longtime Hollywood filmmaker,"Elliot Rodger, the suspect in Friday's deadly rampage, is the son of a long-time filmmaker in Hollywood, Peter Rodger, a second unit director for the first of the ""Hunger Games"" movies.

Late Saturday, CBS affiliate KEYT obtained what it said was Elliot Rodger's 141-page manifesto, called ""My Twisted World.""

It says, ""This is the story of my entire life. It is a dark story of sadness, anger and hatred.""

On Saturday, a family attorney said Elliot Rodger's parents long had concerns about their son's mental health.

""He had multiple, and I'm telling you multiple, therapists,"" Alan Shifman said. ""He had a social worker who as recently as last week was concerned and who's the one that actually called the police.""

Speaking in front of Peter Rodger's home, Shifman told reporters that the shooter's family alerted authorities after Elliot Rodger posted a series of disturbing, ranting messages on YouTube.

""They reported this weeks ago,"" Shifman said. ""There was an investigation by the police department.""

Shifman said Elliot Rodger had been diagnosed at a young age with Asperger's syndrome, a mild form of autism, but did not have a history of gun use.

Shifman also said the family was devastated and would cooperate in any way possible with investigators and police.

""This is the tragedy of the most extreme,"" Shifman said. ""They want to send their deepest condolences to all of the victims' families involved.""","A life of ""sadness, anger and hatred,"" according to manifesto said to be the suspected shooter's"
298551064,20140524,2014,1,173,173,17,4,-5.0,3,1,3,0.972447325769854,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://news.yahoo.com/farmers-death-still-mystery-convict-walks-free-153317051.html,news.yahoo.com,news,"Yahoo News: Latest and Breaking News, Headlines, Live Updates, and More",,The latest news and headlines from Yahoo News. Get breaking news stories and in-depth coverage with videos and photos.
298551970,20140524,2014,1,193,193,19,4,-10.0,6,1,6,0.636942675159236,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.thesundaytimes.co.uk/sto/news/ireland/News/Irish_News/article1414860.ece?CMP=OTH-gnws-standard-2014_05_24,www.thetimes.com,thetimes,Latest news & breaking headlines,,"The latest breaking UK, US, world, business and sport news from The Times and The Sunday Times. Go beyond today's headlines with in-depth analysis and comment."
298554304,20140524,2014,1,190,190,19,4,-10.0,46,18,46,0.919352507249782,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.military.com/daily-news/2014/05/22/feds-man-claims-to-be-seal-defrauds-charity.html,www.military.com,military,Military Daily News,,"Daily updates of everything that you need know about what is going on in the military community and abroad including military gear and equipment, breaking news, international news and more."
298556473,20140524,2014,1,190,190,19,4,-10.0,116,19,116,0.527469379853688,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.dw.de/california-gunman-was-hollywood-directors-son/a-17660741,www.dw.com,dw,US gunman 'was director's son' – DW – 05/25/2014,"A Hollywood director says he believes his son was the person who shot dead six people near a university in California. A rant-filled YouTube video posted by the alleged gunman has also come into the spotlight.

Peter Rodger, an assistant director for the blockbuster 'Hunger Games' movie franchise, says his family believes his 22-year-old son, Elliot Rodger, was the gunman who shot dead six people late on Friday.

""On behalf of the Rodgers family, they want to make sure that the victims and the victims' families are aware that this is the tragedy of the most extreme,"" said Rodger's lawyer Alan Shifman.

""They want to send their deepest condolences to all of the victims' families involved.""

Authorities have not confirmed the identity of the shooter, who is deceased.

The lone gunman sprayed bullets from a car in a drive-by shooting in Isla Vista, near the campus of the University of California Santa Barbara. The rampage left six people dead, and seven people hospitalized with gunshot wounds or other major injuries.

The gunman was found dead behind the wheel of his crashed BMW with a gunshot wound to the head. It was unclear whether the shot was self-inflicted or from sheriff's deputies, who twice exchanged fire with the gunman.

A semi-automatic handgun was recovered from the scene.

""The problem with an incident like this is it's obviously the work of a madman,"" Brown said.

""We have obtained and we are currently analyzing both written and videotaped evidence that suggests this atrocity was a premeditated mass murder.""

Witnesses described how a black BMW sped through the streets spraying bullets. One witness, Xavier Mozejewski, told a California-based television station that the incident was like an ""old Western shoot-out.""

Shifman, the Rodger family attorney, said Elliot Rodger had been receiving treatment by ""multiple"" professionals since being diagnosed as a ""highly functional Asperger's Syndrome child.""

Shifman said the family called police several weeks ago, expressing their alarm over YouTube videos apparently posted by Elliot Rodger ""regarding suicide and the killing of people.""

One video, titled ""Retribution,"" shows a man in a car who tells of being rejected by women, and later vows to ""punish you all for it.""

Shifman said police interviewed Elliot Rodger and found nothing untoward.",A Hollywood director says he believes his son was the person who shot dead six people near a university in California. A rant-filled YouTube video posted by the alleged gunman has also come into the spotlight.
298558408,20140524,2014,0,190,190,19,4,-10.0,4,1,4,0.862068965517241,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://losangeles.cbslocal.com/2014/05/24/shooting-rampage-victims-father-tearfully-asks-when-will-this-insanity-stop/,www.cbsnews.com,cbsnews,"Shooting Rampage Victim's Father Tearfully Asks 'When Will This Insanity Stop?""","GOLETA (AP) — A man whose son was among the victims killed in a rampage near a California university quaked with grief and rage as he described his ""lost and broken"" family and the proliferation of guns he believes led to his son's death.

Police said Saturday that 20-year-old Christopher Ross Michael-Martinez was the last of six people killed by suspect Elliot Rodger near the University of California, Santa Barbara before the gunman apparently shot and killed himself.

Michael-Martinez's father Richard Martinez says he talked to his son, a sophomore at UC Santa Barbara, just 45 minutes before he was killed.

The father choked back tears as he talked to reporters before a news conference, saying ""When will this insanity stop?""

Martinez then shouted ""we should say to ourselves 'not one more!' "" before dissolving into tears.

He blamed politicians and the National Rifle Association for allowing guns to be so accessible.

All the guns used in the attack reportedly purchased legally in the Santa Barbara area.

CBS2/KCAL9 reporter Greg Mills said all of the seven injured are expected to pull through.","Christopher Ross Michael-Martinez was the last of six people killed by suspect Elliot Rodger near the University of California, Santa Barbara."
298558433,20140524,2014,0,190,190,19,4,-10.0,4,1,4,0.761421319796954,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.theguardian.com/world/2014/may/25/elliot-rodger-suspect-california-mass-murder-shooting-stabbing,www.theguardian.com,theguardian,California killings: UK-born Elliot Rodger blamed for deaths,"Police have named the deceased suspect in the killing of six people and the wounding of eight in a southern California college town on Friday night – a case described by a sheriff as “a tragic mass murder incident”.

Elliot Rodger, 22, described as the British-born son of a film director, died of an apparently self-inflicted gunshot wound in the black BMW car from which he had fired as he drove around an Isla Vista campus of the University of California at Santa Barbara. Police said that three of those killed had been stabbed to death while three were shot.

On Saturday afternoon the father of one of the people shot dead delivered to camera a furious statement in which he blamed “craven, irresponsible politicians and the National Rifle Association”.



Five more people were injured on Friday night. Police said four of them were struck by the suspect’s car.

On Saturday evening Dr Stephen Kaminski of the Santa Barbara Cottage Hospital said four injured people had been treated and released and seven had been transferred to a trauma centre. Of those individuals two were in good condition, three in fair condition and two in serious condition.

Santa Barbara County sheriff Bill Brown said three men had been killed in Rodger’s apartment prior to the beginning of the shooting spree. They were stabbed “repeatedly with a sharp object” in “a horrific crime scene”. The identities of the three had not been not released pending identification and notification of kin.



The three shot dead were named as Katherine Cooper, 22, and Veronika Weiss, 19, UCSB students who were shot outside a sorority house, and Christopher Ross Michael-Martinez, 20, another UCSB student who was shot at a delicatessen.

Earlier, disclosing Rodger’s identity, Alan Shifman, an attorney for the Hollywood director Peter Rodger, Elliot Rodger’s father, said: “The Rodger family offers their deepest compassion and sympathy to the families involved in this terrible tragedy. We are experiencing the most inconceivable pain and our hearts go out to everybody involved.”

Peter Rodger was described in reports as having been educated in Maidstone, Kent, in the UK and worked as an assistant director on the blockbuster Hunger Games series.

Brown, the sheriff, detailed criminal activity that he said had taken place at 10 crime scenes. He said three semi-automatic handguns – two Sig Sauer P226s and a Glock 34 Long Slide – had been retrieved from the car, along with more than 400 rounds of ammunition.



Addressing a press conference, Brown said all the guns had been legally purchased from federally licensed dealers and registered to Rodger.



Brown also detailed three previous contacts between Rodger and law enforcement authorities. The first, in July 2013, involved an alleged assault on Rodger in which it was suspected he may have been the aggressor and the case was suspended. The second, in January 2014, saw Rodger make a citizen’s arrest of a roommate he alleged had stolen three candles worth $22.

On 30 April, Brown said, deputies made contact with Rodger to check on his welfare after a request from a family member. Brown said it had been “determined that he did not meet the criteria for an involuntary mental health hold”.

Rodger’s identity was first confirmed by his family earlier on Saturday after a series of YouTube videos, including one posted on Friday and entitled Elliot Rodger's Retribution, became subject to intense public attention and speculation.

The video showed a young man who said he was a 22-year-old virgin, complaining that women had rejected him.



""I will have my revenge against humanity,"" he said, vowing to kill students and Isla Vista residents. ""I will punish all of you for it.""

The account that posted the video contained 20 clips, including the titles “Why do girls hate me so much?”,“Life is so unfair because girls don't want me” and “My reaction to seeing a young couple at the beach, Envy”.

The videos, which a family lawyer said had been reported to police and investigated, were taken down on Saturday afternoon.

Brown later confirmed that Rodger had also written a “141-page, rambling … combination of an autobiography and a diary” which the sheriff said made it “very clear how disturbed Mr Rodger was”.



Brown added: “The fact that he had been and was continuing to be seen by a number of healthcare professionals makes it very, very apparent that he was very mentally disturbed when he made that document.



“The video tapes were chilling,” Brown said. “The one he posted just prior to the attack was a particularly chilling one, in which he basically looks at the camera and talks about what he is about to do.”



In his statement about the death of his son, Richard Martinez said: “Our family has a message for every parent out there. You don’t think it will happen to your child until it does.

“Chris was a really great kid. Ask anyone who knew him. His death has left our family lost and broken.



“Why did Chris die? Chris died because of craven, irresponsible politicians and the NRA.



“They talk about gun rights. What about Chris’s right to live? When will this insanity stop? When will enough people say, ‘Stop this madness, we don’t have to live like this.’ Too many have died.



His voice rising, Martinez concluded: “We should say to ourselves: Not one more.”","Six people and the suspect dead after Isla Vista spree in which three victims were shot and three stabbed, police say"
298558596,20140524,2014,1,193,193,19,4,-10.0,17,4,17,0.884419264309295,,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.geo.tv/article-148759-California-gunman-who-killed-six-was-directors-son,www.geo.tv,geo,California gunman who killed six was director´s son,"SANTA BARBARA: A student who stabbed three people to death and then fatally shot three more in a bustling California college town was the mentally disturbed son of a Hollywood director, police said Saturday.At least 13 people were injured and the shooter, named by police as Elliot Rodger, 22, apparently killed himself after the knife-and-gun rampage on Friday in Isla Vista, near the campus of the University of California Santa Barbara.Rodger´s father is Peter Rodger, an assistant director of the 2012 Hollywood blockbuster ""The Hunger Games.""Police are investigating a disturbing video entitled ""Retribution"" apparently posted on YouTube by Elliot Rodger in which a man sitting in a car rants about women who rejected and ignored him for the past eight years, vowing to ""punish you all for it.""The bloodshed was just the latest in a string of gun massacres that have rocked the United States in recent years and is likely to trigger more passionate debate about gun rights.Police had ""contacts"" with Rodger on three separate occasions before Friday´s killings, the first time in July 2013, Santa Barbara County Sheriff Bill Brown told a press conference.Detailing how the horror unfolded, Brown said Rodger ""repeatedly stabbed"" three male victims at his apartment prior to the shooting rampage.Once outside, Rodger targeted three women from across a street, killing two of them aged 22 and 19, Brown said.Driving in his car, a black BMW, Rodger found his next victim, a 20-year-old student named Christopher Martinez, shooting him dead.Police then went after him, Brown said, as Rodger shot indiscriminately at passers-by and drove all over the road. Rodger was shot in the hip in a shootout, before zooming off once more and hitting a cyclist, throwing him onto the hood of his car""The suspect´s vehicle then collided with several parked cars and came to a stop,"" said Brown, but Rodger ""was obviously dead with an apparent gunshot wound to the head.""Three nine-millimeter semi-automatic handguns were recovered from the BMW -- all legally purchased and registered -- and Rodger had dozens of unused rounds of ammunition.","SANTA BARBARA: A student who stabbed three people to death and then fatally shot three more in a bustling California college town was the mentally disturbed son of a Hollywood director, police said Saturday.At least 13 people were injured and the..."
298560177,20140524,2014,1,173,173,17,4,-5.0,4,1,4,0.972447325769854,US,,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://news.yahoo.com/farmers-death-still-mystery-convict-walks-free-153317051.html,news.yahoo.com,news,"Yahoo News: Latest and Breaking News, Headlines, Live Updates, and More",,The latest news and headlines from Yahoo News. Get breaking news stories and in-depth coverage with videos and photos.
298564833,20140524,2014,1,190,190,19,4,-10.0,10,1,10,0.43859649122807,CA,US,1,Canada,CA,CA,60.0,-95.0,CA,20140524,http://www.cbc.ca/news/canada/manitoba/two-vehicle-crash-sends-1-to-hospital-car-into-ditch-1.2653311,www.cbc.ca,cbc,"Two vehicle crash sends 1 to hospital, car into ditch | News","One person was taken to hospital after a crash involving two vehicles on Saturday afternoon at Lagimodiere Boulevard and Dawson Road.

The right lane northbound on Lagimodiere Blvd. at Dawson Rd is closed after a crash involving two vehicles Saturday afternoon around 3:15 p.m. (Tamara Pimental/CBC) The front of one vehicle is crumpled, the other ended up on its side in the ditch. The front of one vehicle is crumpled, the other ended up on its side in the ditch.

Police were directing traffic after the crash and the right lane of northbound Lagimodiere was blocked for a time by one of the vehicles.",Police were directing traffic after a crash involving two vehicles at Lagimodiere Boulevard and Dawson Road sent one person to hospital with undetermined injuries.
