day,Actor1Name_counts,count
-7,PRIMEMINISTER,2
-7,DOCTOR,1
-7,UNITEDSTATES,2
-7,COLORADO,3
-7,SCHOOL,1
-7,SUPREMECOURT,1
-7,REFUGEE,2
-7,GOOGLE,2
-6,UNITEDSTATES,2
-6,SCHOOL,1
-6,COLORADO,3
-6,MAYOR,1
-5,POLICE,4
-5,COLORADO,5
-5,UNITEDSTATES,3
-5,CONGRESS,1
-5,JUDGE,1
-5,RESIDENTS,1
-5,CANADA,4
-5,GERMANY,1
-5,ISRAELI,1
-5,DEFENSEATTORNEY,1
-4,MEDIA,3
-4,STUDENT,1
-4,COLORADO,1
-4,POLICE,1
-4,DEPUTIES,2
-4,ISRAELI,2
-4,ISRAEL,1
-4,WASHINGTON,1
-4,SCHOOL,1
-3,ISRAEL,1
-3,WEBSITE,1
-3,LAWYER,2
-3,ARMY,1
-3,DEPUTIES,1
-3,CRIMINAL,1
-3,COLORADO,2
-3,ATTORNEY,1
-3,NEWSSTATION,1
-3,JUDGE,1
-3,FEDERALJUDGE,1
-3,DURANGO,1
-3,UNITEDSTATES,4
-3,POLICE,1
-2,UNITEDSTATES,3
-2,PUBLICRADIO,2
-2,POLICE,1
-2,DENVER,1
-2,GOVERNMENT,2
-2,COLORADO,4
-2,COMPANIES,1
-2,MEDIA,1
-2,PRESIDENT,1
-2,RESIDENTS,1
-1,UNITEDSTATES,3
-1,CONGRESS,1
-1,WALGREEN,1
-1,AIRFORCE,2
-1,NATIONALWILDLIFEFEDERATION,1
-1,COLORADO,2
-1,PRESIDENT,2
-1,TELUGU,1
-1,BUSINESS,1
-1,THEASSOCIATEDPRESS,1
0,UNITEDSTATES,3
0,INSPECTORGENERAL,2
0,HOSPITAL,2
0,WEBSITE,1
0,COLORADO,3
0,PRESIDENT,1
0,DENVER,4
0,ADMINISTRATION,1
0,ISRAEL,2
1,MALE,2
1,COLOMBIA,3
1,UNITEDSTATES,5
1,PANAMA,1
1,STATEOFFICIAL,1
1,RANCHER,1
1,CANADA,1
1,COLORADO,1
1,SENATOR,1
1,KING,1
1,HOSPITAL,2
1,COMPANY,1
1,GOVERNMENT,1
2,DEFENSEATTORNEY,1
2,UNITEDSTATES,23
2,COMPANY,1
2,HIKER,1
2,COLORADO,13
2,GOVERNMENT,1
2,GOVERNOR,2
2,GERMANY,1
2,HOLLAND,1
2,POLICE,4
2,SUPREMECOURT,1
2,CALIFORNIA,1
2,RANCHER,1
2,BUSINESS,1
2,SCIENTIST,1
2,KING,2
2,POPULATION,1
2,ISRAELI,3
2,ISRAEL,3
2,MOLOTOV,1
2,HOSPITAL,1
2,DEPUTY,1
2,GAZA,1
2,GUNMAN,1
2,NURSE,1
2,PROTESTER,2
2,MEDIA,1
3,AUTHORITIES,13
3,ISRAEL,47
3,HAMAS,14
3,UNITEDSTATES,146
3,TOURIST,6
3,STUDENT,2
3,COLORADO,91
3,TURKISH,2
3,EGYPTIAN,5
3,EGYPT,6
3,INTELLIGENCE,1
3,TERRORIST,16
3,GAZA,11
3,JEWISH,28
3,MAYOR,2
3,COMMUNITY,3
3,POLICECHIEF,4
3,SECURITYOFFICIAL,1
3,PRESIDENT,8
3,YISROEL,4
3,COMMENTATOR,4
3,ISRAELI,17
3,DEMONSTRATOR,5
3,THEWHITEHOUSE,4
3,CHINESE,1
3,ADMINISTRATION,6
3,CALIFORNIA,2
3,IMMIGRANT,3
3,POLICE,19
3,COMPANY,2
3,JOURNALIST,1
3,GUNMAN,2
3,CITIZEN,2
3,PHILIPPINE,1
3,COMBATANT,2
3,HOSPITAL,4
3,MINIST,1
3,PALESTINE,17
3,DENVER,1
3,MINISTRY,1
3,STATEOFFICIAL,2
3,MILITARY,2
3,MUSLIM,2
