day,Actor2Name_counts,count
-8,POLICE,2
-8,FELON,2
-8,UNITEDSTATES,19
-8,GUNMEN,3
-8,JUDGE,1
-8,TURK,1
-8,PROPERTYOWNER,1
-8,DEPUTY,3
-8,DEPUTIES,1
-8,ADVOCATE,1
-8,COMMUNITY,2
-8,ADMINISTRATION,1
-8,TEXAS,4
-8,STUDENT,1
-8,HONDURAS,1
-8,UNIVERSITY,1
-8,MALE,1
-8,NILE,2
-8,PRISON,1
-8,RESIDENTS,1
-8,WORKER,1
-8,MEXICO,3
-8,MIGRANT,1
-8,CHAD,2
-7,SARDIS,1
-7,TEXAS,2
-7,POLICEOFFICER,1
-7,UNITEDSTATES,4
-7,CITIZEN,1
-7,SCOT,1
-7,GOVERNMENT,1
-7,MIGRANT,1
-7,SUPREMECOURT,1
-7,ELECTIONCOMMISSION,1
-7,CRIMINAL,1
-7,MILITARY,3
-7,JUDGE,1
-7,NEIGHBORHOOD,1
-7,CHRISTIANITY,1
-7,MINIST,1
-6,UNITEDSTATES,4
-6,JUDGE,1
-6,ATTORNEY,1
-6,AUSTIN,2
-6,COMMUNITY,1
-6,REFUGEE,1
-6,ADMINISTRATION,1
-5,UNITEDSTATES,19
-5,CALIFORNIA,1
-5,SCHOOL,2
-5,TEXAS,2
-5,GOVERNMENT,2
-5,JOEBIDEN,1
-5,WASHINGTON,1
-5,HELSINKI,1
-5,INTELLIGENCE,2
-5,IRAN,2
-5,DEPUTY,3
-5,RUSSIAN,1
-5,SPOKESMAN,2
-5,PAKISTAN,1
-5,POLICEOFFICER,2
-5,MEXICAN,1
-5,UNIVERSITY,1
-5,CONGRESSMAN,1
-5,BARACKOBAMA,1
-5,TENANTS,1
-5,CORRESPONDENT,2
-5,PRESIDENTIALCANDIDATE,2
-5,SECRETARYOFSTATE,1
-5,OBAMA,3
-5,INTELLIGENCECOMMUNITY,1
-5,CONGRESS,2
-5,GERMANY,1
-5,HOUSEOFREPRESENTATIVES,1
-5,NORTHCAROLINA,1
-5,STAFFMEMBER,1
-4,DEPUTY,1
-4,UNITEDSTATES,13
-4,TEXAS,9
-4,PRESIDENT,4
-4,CONGRESSMAN,2
-4,HAMAS,2
-4,TERRORIST,1
-4,LEBANON,1
-4,POLICEOFFICER,1
-4,COMMENTATOR,1
-4,GUNMAN,1
-4,SENATE,1
-4,ATTORNEY,1
-4,IMMIGRANT,2
-4,EMPLOYEE,2
-4,THEUS,2
-4,GUNMEN,2
-4,COLLEGE,2
-4,MALE,1
-4,BRANCHDAVIDIANS,1
-4,DEPUTIES,1
-4,HOSPITAL,1
-3,POLICE,4
-3,UNITEDSTATES,23
-3,IRAQ,1
-3,TOPEXECUTIVE,1
-3,ADVOCATE,1
-3,INTELLIGENCE,2
-3,TERRORISTGROUP,1
-3,SENATE,2
-3,DETROIT,1
-3,ABBOT,2
-3,WASHINGTON,1
-3,TEXAS,5
-3,LAWMAKER,1
-3,EMPLOYEE,3
-3,BILLCLINTON,1
-3,DEPUTY,1
-3,CLEVELAND,1
-3,FRENCH,1
-3,RETIRED,2
-3,FRANCE,1
-3,AUTHORITIES,2
-3,TELEVISION,2
-3,COMMUNITY,1
-3,NEWMEXICO,1
-3,JOURNALIST,1
-3,LEGISLATURE,1
-3,PRESIDENT,3
-3,SUPREMECOURT,1
-3,CONSTITUENT,1
-3,MEXICO,1
-3,AFRICA,1
-3,GUATEMALA,2
-3,MAGAZINE,1
-3,PROSECUTOR,3
-3,HAMAS,3
-3,GUNMAN,1
-3,ATTORNEY,1
-3,SCHOOL,1
-2,TEXAS,12
-2,UNITEDSTATES,37
-2,PERPETRATOR,1
-2,MISSISSIPPI,1
-2,PRESIDENT,12
-2,PROTESTER,3
-2,MAYOR,3
-2,IMMIGRANT,1
-2,ILLEGALIMMIGRANT,1
-2,MEXICO,1
-2,CANADA,1
-2,JOEBIDEN,1
-2,ATTORNEYGENERAL,1
-2,LAWENFORCEMENTOFFICER,1
-2,SENATOR,1
-2,THEUS,2
-2,HOSPITAL,1
-2,EXXON,1
-2,AUSTIN,2
-2,MAGAZINE,2
-2,PRISON,1
-2,COUNSEL,1
-2,NEWYORK,1
-2,SENATE,2
-2,VOTER,2
-2,RUSSIAN,1
-2,MERCENARY,1
-2,IRAQ,1
-2,NEWORLEANS,1
-2,MUSLIM,1
-2,LUTHERAN,1
-2,DETROIT,1
-1,AUSTIN,2
-1,UNITEDSTATES,18
-1,SOUTHDAKOTA,1
-1,RIGHTSGROUP,1
-1,PRESIDENT,6
-1,PRISON,2
-1,HOSPITAL,3
-1,SPOKESMAN,2
-1,BORDERPATROLAGENT,1
-1,TEXAS,6
-1,AUTHORITIES,2
-1,ATTORNEY,1
-1,INTELLIGENCE,1
-1,POLICE,1
-1,GUNMEN,1
-1,PUERTORICO,1
-1,CHINA,1
-1,UNITEDNATIONS,1
-1,RANCHER,2
-1,POLICEOFFICER,1
-1,BUSINESS,1
-1,HOUSTON,1
-1,THEASSOCIATEDPRESS,1
-1,EXXON,1
0,VICTORIA,1
0,POLICEOFFICER,1
0,UNITEDSTATES,64
0,GOVERNMENT,12
0,SPOKESMAN,1
0,COMMUNITY,4
0,AUSTIN,2
0,SCHOOL,5
0,RUSSIA,1
0,DEPUTIES,1
0,EXILES,1
0,EMPLOYEE,3
0,ABBOT,7
0,TEXAS,22
0,POLICE,8
0,GUNMAN,3
0,MONTANA,1
0,MALE,2
0,MEDIA,1
0,INDUSTRY,2
0,BUSINESS,1
0,DETROIT,1
0,MAGAZINE,2
0,PHILIPPINE,1
0,AUSTRALIA,1
0,MEXICO,4
0,GOVERNOR,2
0,PRESIDENT,1
0,NEWJERSEY,1
0,THEASSOCIATEDPRESS,3
0,AUTHORITIES,10
0,VIRGINIABEACH,1
0,WORKER,1
0,EXTREMIST,2
0,PRISON,3
0,LOCALMEDIA,1
0,NIGERIAN,1
0,DISTRICTCOURT,1
0,HOUSTON,1
0,ATTORNEYGENERAL,3
0,LOUISVILLE,1
0,POLICEMEN,1
0,HOSPITAL,2
0,NANTES,1
0,BANK,1
0,PRESIDENTIALCANDIDATE,4
0,FIGHTER,1
0,STATEPRISON,1
